"id","market_name","city_or_town","municipality_or_region","street_address","latitude","longitude","market_type","days_of_week","schedule_text_en","schedule_text_fr","season_start","season_end","year_round","opening_time","closing_time","date_exceptions","products_summary_en","products_summary_fr","official_source_url","directions_url","source_type","schedule_year","last_checked","confidence","evidence_quote","notes_en","notes_fr"
"swon-044","Rockwood Farmers' Market","Rockwood","Township of Guelph/Eramosa, Wellington County","Parking lot behind Rockmosa Community Centre, 120 Rockmosa Drive","43.6208134","-80.1492448","farmers market","[""Wednesday""]","Wednesdays, 4 p.m. to 7 p.m., June 10 to October 7, 2026.","Les mercredis, de 16 h à 19 h, du 10 juin au 7 octobre 2026.","2026-06-10","2026-10-07","False","16:00","19:00","","Products from over 30 vendors plus a featured food truck.","Produits de plus de 30 marchands ainsi qu'un camion de cuisine de rue vedette.","https://www.wellington.ca/experience-wellington/farm-food-experiences/farmers-markets","https://www.google.com/maps/search/?api=1&query=Rockwood%20Farmers%27%20Market%2C%20Parking%20lot%20behind%20Rockmosa%20Community%20Centre%2C%20120%20Rockmosa%20Drive%2C%20Rockwood%2C%20Ontario%2C%20Canada","municipal","2026","2026-08-28","High","Rockwood Farmers' Market ... Parking Lot behind Rockmosa Community Centre, 120 Rockmosa Drive, Rockwood ... Wednesdays 4:00 - 7:00 pm ... June 10 - October 7, 2026","The market's own domain blocked automated access during this session; county figures match the Farmers' Markets Ontario listing (June 10 - October 7, 2026).","Le domaine du marché a bloqué l'accès automatisé pendant cette session; les données du comté correspondent à la fiche de Farmers' Markets Ontario."
"swon-045","Palmerston Farmers' Market (Minto Farmers' Market)","Palmerston","Town of Minto, Wellington County","Palmerston Railway Heritage Museum, 168 William Street","43.8310267","-80.8485529","farmers market","[""Saturday""]","Saturdays, 9 a.m. to 12 p.m., June 6 to September 26, 2026.","Les samedis, de 9 h à 12 h, du 6 juin au 26 septembre 2026.","2026-06-06","2026-09-26","False","09:00","12:00","","100% locally grown farm products, baking and artisanal goods.","Produits agricoles cultivés entièrement à l'échelle locale, pâtisseries et articles artisanaux.","https://www.wellington.ca/experience-wellington/farm-food-experiences/farmers-markets","https://www.google.com/maps/search/?api=1&query=Palmerston%20Farmers%27%20Market%20%28Minto%20Farmers%27%20Market%29%2C%20Palmerston%20Railway%20Heritage%20Museum%2C%20168%20William%20Street%2C%20Palmerston%2C%20Ontario%2C%20Canada","municipal","2026","2026-08-28","High","Palmerston Farmers' Market ... Palmerston Railway Heritage Museum, 168 William Street, Palmerston ... Saturdays 9:00 am - 12:00 pm ... June 6 - September 26, 2026","Listed by Farmers' Markets Ontario as ""Minto Farmers' Market"" at the same address with the same 2026 dates and hours (https://farmersmarketsontario.com/markets/minto-farmers-market).","Inscrit par Farmers' Markets Ontario sous le nom « Minto Farmers' Market » à la même adresse, avec les mêmes dates et heures pour 2026."
"swon-046","Mapleton Farmers' Market","Drayton","Township of Mapleton, Wellington County","Drayton Municipal Parking Lot, 14 Main Street West","","","seasonal community market","[""Monday"", ""Wednesday"", ""Tuesday""]","Monthly market, 5 p.m. to 8 p.m., on June 1, July 1, August 3 and September 7, 2026.","Marché mensuel, de 17 h à 20 h, les 1er juin, 1er juillet, 3 août et 7 septembre 2026.","2026-06-01","2026-09-07","False","17:00","20:00","Open only on June 1, July 1, August 3 and September 7, 2026.","A wide range of local finds.","Un large éventail de trouvailles locales.","https://www.wellington.ca/experience-wellington/farm-food-experiences/farmers-markets","https://www.google.com/maps/search/?api=1&query=Mapleton%20Farmers%27%20Market%2C%20Drayton%20Municipal%20Parking%20Lot%2C%2014%20Main%20Street%20West%2C%20Drayton%2C%20Ontario%2C%20Canada","municipal","2026","2026-08-28","High","Mapleton Farmers' Market ... Open June 1, July 1, August 3, and September 7, 2026 Monthly | 5:00 - 8:00 pm ... Drayton Municipal Parking Lot 14 Main Street West, Drayton","Monthly market with fixed dates rather than a fixed weekday; June 1 and September 7, 2026 are Mondays, July 1, 2026 is a Wednesday and August 3, 2026 is a Monday, so days_of_week reflects the specific dates published and should be read with date_exceptions.","Marché mensuel à dates fixes plutôt qu'à jour fixe; les jours indiqués reflètent les dates publiées et doivent être lus avec le champ des exceptions de dates."
"swon-047","Wellington North Farmers' Market","Mount Forest","Township of Wellington North, Wellington County","393 Parkside Drive (corner of Grant Street and Parkside Drive)","43.9783818","-80.7296799","farmers market","[""Saturday""]","Saturday mornings, 8:30 a.m. to 12 p.m., June 13 to September 26, 2026.","Les samedis matin, de 8 h 30 à 12 h, du 13 juin au 26 septembre 2026.","2026-06-13","2026-09-26","False","08:30","12:00","","Farm-fresh products, baked goods, preserves, honey, mushrooms, flowers, ceramics and handcrafted items.","Produits frais de la ferme, produits de boulangerie, conserves, miel, champignons, fleurs, céramiques et articles faits main.","https://www.wellington.ca/experience-wellington/farm-food-experiences/farmers-markets","https://www.google.com/maps/search/?api=1&query=Wellington%20North%20Farmers%27%20Market%2C%20393%20Parkside%20Drive%20%28corner%20of%20Grant%20Street%20and%20Parkside%20Drive%29%2C%20Mount%20Forest%2C%20Ontario%2C%20Canada","municipal","2026","2026-08-28","High","Wellington North Farmers' Market (Mount Forest) ... Corner of Grant Street and Parkside Drive (Former Pool Site), 393 Parkside Drive, Mount Forest ... Saturdays 8:30 am - 12:00 pm ... June 13 - September 26, 2026","FLAGGED - minor conflict. The Township of Wellington North's own page states ""The market is held from June 14th to September 27th on Saturday mornings from 8:30 AM - 12:00 PM at 393 Parkside Drive in Mount Forest"" (https://www.wellington-north.com/business/agriculture/farmers-market), which are Sunday dates in 2026; the county's June 13 - September 26, 2026 Saturdays are used.","SIGNALÉ - léger conflit. La page du canton indique du 14 juin au 27 septembre, dates qui tombent un dimanche en 2026; les samedis du 13 juin au 26 septembre 2026 publiés par le comté sont retenus."
"swon-048","Brantford Farmers' Market","Brantford","City of Brantford, Brant County","79 Icomm Drive","43.1373253","-80.261853","public market","[""Friday"", ""Saturday""]","Open year-round: Fridays 9 a.m. to 2 p.m. and Saturdays 7 a.m. to 2 p.m.","Ouvert à l'année : les vendredis de 9 h à 14 h et les samedis de 7 h à 14 h.","","","True","07:00","14:00","Holiday Market on December 7 and 14.","Fresh local produce, meats, dairy products and baked goods.","Produits locaux frais, viandes, produits laitiers et produits de boulangerie.","http://www.brantford.ca/farmersmarket","https://www.google.com/maps/search/?api=1&query=Brantford%20Farmers%27%20Market%2C%2079%20Icomm%20Drive%2C%20Brantford%2C%20Ontario%2C%20Canada","municipal","","2026-08-28","High","The Brantford Farmers' Market is open year-round on Fridays from 9:00 a.m. to 2:00 p.m. and Saturdays from 7:00 a.m. to 2:00 p.m. ... 79 Icomm Drive, Brantford, Ontario N3S 7N5","Market established 1848; year-round indoor market. Opening time recorded as the earliest across both days (Saturday 7 a.m.); Friday opens at 9 a.m.","Marché fondé en 1848; marché intérieur ouvert à l'année. L'heure d'ouverture indiquée correspond à la plus hâtive des deux jours (samedi 7 h); le vendredi ouvre à 9 h."
"swon-049","Paris Farmers' Market","Paris","County of Brant","Syl Apps Community Centre, 51 William Street","","","farmers market","[""Thursday""]","Every Thursday, 12 p.m. to 6 p.m., open until the Thanksgiving weekend.","Tous les jeudis, de 12 h à 18 h, jusqu'au week-end de l'Action de grâce.","","Thanksgiving weekend","False","12:00","18:00","In bad weather vendors set up inside the community centre.","n.a. - products not itemised on the source page.","n.a. - les produits ne sont pas énumérés sur la page source.","https://parisfarmersmarket.wordpress.com/about/","https://www.google.com/maps/search/?api=1&query=Paris%20Farmers%27%20Market%2C%20Syl%20Apps%20Community%20Centre%2C%2051%20William%20Street%2C%20Paris%2C%20Ontario%2C%20Canada","official market","","2026-08-28","Medium","The Paris Farmers' Market is open every Thursday, from 12:00 pm until 6:00 pm. ... It will be open until the Thanksgiving weekend. ... The market is located at the Syl Apps Community Centre, 51 William Street, Paris, Ontario.","FLAGGED - no season start date and no schedule year published; market is not listed in the Farmers' Markets Ontario directory.","SIGNALÉ - aucune date de début de saison ni année d'horaire publiée; le marché ne figure pas au répertoire de Farmers' Markets Ontario."
"swon-050","Hamilton Farmers' Market","Hamilton","City of Hamilton","35 York Blvd.","43.2580805","-79.8702593","public market","[""Wednesday"", ""Thursday"", ""Friday"", ""Saturday""]","Wednesday, Thursday and Friday 9 a.m. to 5 p.m.; Saturday 8 a.m. to 5 p.m.; closed Sunday, Monday and Tuesday.","Mercredi, jeudi et vendredi de 9 h à 17 h; samedi de 8 h à 17 h; fermé les dimanches, lundis et mardis.","","","True","08:00","17:00","Closed Sunday, Monday and Tuesday; individual vendors' hours may differ.","Local produce, meats and baked goods from about 50 vendors.","Produits locaux, viandes et produits de boulangerie d'une cinquantaine de marchands.","https://hamiltonfarmersmarket.ca/","https://www.google.com/maps/search/?api=1&query=Hamilton%20Farmers%27%20Market%2C%2035%20York%20Blvd.%2C%20Hamilton%2C%20Ontario%2C%20Canada","official market","","2026-08-28","High","Hamilton Farmers' Market's regular hours are as follows: Wednesday: 9 am - 5 pm Thursday: 9 am - 5 pm Friday: 9 am - 5 pm Saturday: 8 am - 5 pm Closed: Sunday, Monday, Tuesday","Year-round indoor public market established 1837. Address 35 York Blvd. from the Farmers' Markets Ontario listing (https://farmersmarketsontario.com/markets/hamilton-farmers-market); the market's own page does not publish a street address.","Marché public intérieur ouvert à l'année, fondé en 1837. L'adresse 35, boul. York provient de la fiche de Farmers' Markets Ontario; le site du marché ne publie pas d'adresse."
"swon-051","Dundas Farmers' Market","Dundas","City of Hamilton","Corner of Hatt Street and Miller's Lane (Municipal Parking Lot 7D)","43.2661402","-79.9558708","farmers market","[""Thursday""]","Seasonal market once a week on Thursdays, 2 p.m. to 6 p.m.; a winter market runs the third Thursday of every month, 12 p.m. to 4 p.m.","Marché saisonnier une fois par semaine, les jeudis de 14 h à 18 h; un marché d'hiver a lieu le troisième jeudi de chaque mois, de 12 h à 16 h.","","","False","14:00","18:00","Winter market: third Thursday of every month, 12-4 p.m., at Shawn & Ed Brewing Company.","Produce and other locally grown and produced foods.","Fruits et légumes et autres aliments cultivés et produits localement.","https://dundasfarmersmarket.ca/?page_id=7","https://www.google.com/maps/search/?api=1&query=Dundas%20Farmers%27%20Market%2C%20Corner%20of%20Hatt%20Street%20and%20Miller%27s%20Lane%20%28Municipal%20Parking%20Lot%207D%29%2C%20Dundas%2C%20Ontario%2C%20Canada","official market","","2026-08-28","Medium","The market operates seasonally once a week on Thursdays from 2pm to 6pm at the corner of Hatt street and Miller's Lane in Dundas.","FLAGGED - no season dates or year on the market's own page. The homepage states ""Dundas Farmers' Winter Market Third Thursday of Every Month 12-4pm at Shawn & Ed Brewing Company!"" (https://dundasfarmersmarket.ca/). The Farmers' Markets Ontario listing gives a May 8 - October 15, 2026 season. Dundas Community Services lists the venue as Municipal Parking Lot 7D at Hatt Street and Miller's Lane.","SIGNALÉ - aucune date de saison ni année sur la page du marché. La page d'accueil annonce un marché d'hiver le troisième jeudi du mois, de 12 h à 16 h. La fiche de Farmers' Markets Ontario indique une saison du 8 mai au 15 octobre 2026."
"swon-052","Ancaster Farmers Market","Ancaster","City of Hamilton","Ancaster Memorial Arts Centre, 357 Wilson Street East","43.227369","-79.9766527","farmers market","[""Wednesday""]","Every Wednesday, 3 p.m. to 7 p.m., from June 3 to October 7, 2026, at the Ancaster Memorial Arts Centre.","Tous les mercredis, de 15 h à 19 h, du 3 juin au 7 octobre 2026, au Ancaster Memorial Arts Centre.","2026-06-03","2026-10-07","False","15:00","19:00","","Locally grown products from about 45 vendors.","Produits cultivés localement par une quarantaine de marchands.","https://farmersmarketsontario.com/markets/ancaster-farmers-market","https://www.google.com/maps/search/?api=1&query=Ancaster%20Farmers%20Market%2C%20Ancaster%20Memorial%20Arts%20Centre%2C%20357%20Wilson%20Street%20East%2C%20Ancaster%2C%20Ontario%2C%20Canada","provincial association","2026","2026-08-28","High","Operating Season Seasonal; Opening Date June 3, 2026; Closing Date October 7, 2026; Days Open Wednesday; Hours 3:00 pm - 7:00 pm","The 2026 schedule comes from Farmers' Markets Ontario. The market's own site still displays its 2025 season.","L'horaire 2026 provient de Farmers' Markets Ontario. Le site du marché affiche encore sa saison 2025."
"swon-053","Waterdown Farmers' Market","Waterdown","City of Hamilton","Royal Canadian Legion, 79 Hamilton Street North","43.3332804","-79.9002038","farmers market","[""Saturday""]","Saturdays, 8 a.m. to 1 p.m., May 23 to October 17, 2026, at the Royal Canadian Legion.","Les samedis, de 8 h à 13 h, du 23 mai au 17 octobre 2026, à la Légion royale canadienne.","2026-05-23","2026-10-17","False","08:00","13:00","Opening ceremonies May 30; ""Let's Get Growing"" programming May 30 - June 20.","Food grown by participating farmers and vendor products; specific items not listed.","Aliments cultivés par les fermiers participants et produits des marchands; articles précis non énumérés.","https://www.waterdownfarmersmarket.ca","https://www.google.com/maps/search/?api=1&query=Waterdown%20Farmers%27%20Market%2C%20Royal%20Canadian%20Legion%2C%2079%20Hamilton%20Street%20North%2C%20Waterdown%2C%20Ontario%2C%20Canada","official market","2026","2026-08-28","High","SATURDAYS 8 AM - 1 PM MAY 23 - OCT. 17, 2026 ROYAL CANADIAN LEGION 79 Hamilton St. N","Matches the Farmers' Markets Ontario listing for 2026.","Correspond à la fiche 2026 de Farmers' Markets Ontario."
"swon-054","Locke Street Farmers' Market","Hamilton","City of Hamilton","260 Locke Street South (Locke Street Tire and Automotive parking lot, at Herkimer)","43.2527534","-79.8871269","farmers market","[""Saturday""]","Every Saturday, 9 a.m. to 12 p.m., rain or shine, May 9 to November 7, 2026.","Tous les samedis, de 9 h à 12 h, beau temps mauvais temps, du 9 mai au 7 novembre 2026.","2026-05-09","2026-11-07","False","09:00","12:00","","Fresh, local food from about 14 vendors.","Aliments frais et locaux d'une quinzaine de marchands.","https://lockestreetfarmersmarket.com/","https://www.google.com/maps/search/?api=1&query=Locke%20Street%20Farmers%27%20Market%2C%20260%20Locke%20Street%20South%20%28Locke%20Street%20Tire%20and%20Automotive%20parking%20lot%2C%20at%20Herkimer%29%2C%20Hamilton%2C%20Ontario%2C%20Canada","official market","2026","2026-08-28","High","Opening Day: Saturday May 9, 2026 ... Hours of Operation: 9am-12pm every Saturday, rain or shine! ... Location: 260 Locke Street South at the corner of Locke and Herkimer in the Locke Street Tire and Automotive Parking Lot ... The market opens May 9th and ends November 7th, 2026 for the season!","Matches the Farmers' Markets Ontario listing for 2026.","Correspond à la fiche 2026 de Farmers' Markets Ontario."
"swon-055","Ottawa Street Farmers' Market","Hamilton","City of Hamilton","3 Brittania Avenue (Ottawa Street Shopping District)","43.2483094","-79.8168785","farmers market","[""Saturday""]","Every Saturday, 8 a.m. to 2 p.m., April 11 to November 28 (year not stated on the official page).","Tous les samedis, de 8 h à 14 h, du 11 avril au 28 novembre (l'année n'est pas précisée sur la page officielle).","04-11","11-28","False","08:00","14:00","","Locally grown fruit and vegetables, fish, meat and cheese, artisan breads and desserts, VQA wine, raw honey, prepared foods, gourmet dog treats and natural skin care.","Fruits et légumes cultivés localement, poisson, viande et fromage, pains et desserts artisanaux, vin VQA, miel cru, plats préparés, gâteries gourmandes pour chiens et soins de la peau naturels.","https://www.ottawastreetfarmers.com","https://www.google.com/maps/search/?api=1&query=Ottawa%20Street%20Farmers%27%20Market%2C%203%20Brittania%20Avenue%20%28Ottawa%20Street%20Shopping%20District%29%2C%20Hamilton%2C%20Ontario%2C%20Canada","official market","","2026-08-28","Medium","8AM - 2PM Every Saturday April 11th to November 28th ... Located in the heart of the Ottawa Street Shopping District in Hamilton","FLAGGED - no year stated; April 11 and November 28 are both Saturdays in 2026, which is consistent with a 2026 season, but the Farmers' Markets Ontario listing instead shows April 6 - December 21, 2026. Address from the FMO listing.","SIGNALÉ - aucune année indiquée; le 11 avril et le 28 novembre tombent un samedi en 2026, ce qui est compatible avec la saison 2026, mais la fiche de Farmers' Markets Ontario indique plutôt du 6 avril au 21 décembre 2026."
"swon-056","Burlington Centre Lions Farmers' Market","Burlington","City of Burlington, Halton Region","Burlington Centre, 777 Guelph Line","43.3510158","-79.789922","farmers market","[""Wednesday"", ""Friday"", ""Saturday""]","Wednesdays, Fridays and Saturdays, 7 a.m. to 2:30 p.m., May 20 to October 24, 2026, with an additional Wednesday evening market 2:30 to 7:30 p.m. from June 3 to September 30, 2026.","Les mercredis, vendredis et samedis, de 7 h à 14 h 30, du 20 mai au 24 octobre 2026, avec un marché supplémentaire le mercredi soir de 14 h 30 à 19 h 30, du 3 juin au 30 septembre 2026.","2026-05-20","2026-10-24","False","07:00","14:30","Additional Wednesday evening market 2:30-7:30 p.m., June 3 to September 30, 2026.","Ontario-grown fruits and vegetables, local meats, baked goods, specialty foods, honey, preserves, handmade pantry staples and artisan products.","Fruits et légumes cultivés en Ontario, viandes locales, produits de boulangerie, aliments spécialisés, miel, conserves, denrées faites main et produits artisanaux.","https://www.burlingtonlionsclub.ca/burlington-farmers-market","https://www.google.com/maps/search/?api=1&query=Burlington%20Centre%20Lions%20Farmers%27%20Market%2C%20Burlington%20Centre%2C%20777%20Guelph%20Line%2C%20Burlington%2C%20Ontario%2C%20Canada","official market","2026","2026-08-28","High","The market runs Wednesdays, Fridays, and Saturdays from 7:00 AM to 2:30 PM, May 20 through October 24, 2026, with an additional Wednesday evening market from 2:30 to 7:30 PM running June 3 through September 30.","Address 777 Guelph Line from the Farmers' Markets Ontario listing, which gives the same 2026 season but hours of 8 a.m. to 2 p.m. (https://farmersmarketsontario.com/markets/burlington-centre-lions-farmers-market).","Adresse 777 Guelph Line tirée de la fiche de Farmers' Markets Ontario, qui donne la même saison 2026 mais des heures de 8 h à 14 h."
"swon-057","Caledonia Farmers' Market","Caledonia","Haldimand County","Caledonia Baptist Church parking lot, 401 Argyle Street South","43.0594759","-79.9646676","farmers market","[""Thursday""]","Thursday evenings, 2 p.m. to 7 p.m., May through December, outside in the Caledonia Baptist Church parking lot.","Les jeudis soirs, de 14 h à 19 h, de mai à décembre, à l'extérieur dans le stationnement de l'église baptiste de Caledonia.","05-01","12-31","False","14:00","19:00","","Farm-to-table food from over 15 local Haldimand farm vendors.","Aliments de la ferme à la table de plus de 15 marchands agricoles locaux de Haldimand.","https://www.caledoniafarmersmarket.ca/","https://www.google.com/maps/search/?api=1&query=Caledonia%20Farmers%27%20Market%2C%20Caledonia%20Baptist%20Church%20parking%20lot%2C%20401%20Argyle%20Street%20South%2C%20Caledonia%2C%20Ontario%2C%20Canada","official market","","2026-08-28","High","The market takes place outside in the parking lot of the Caledonia Baptist Church. Thursday evening from 2-7pm. Located at 401 Argyle St South. The market is operated by local Haldimand farmers and is open from May through December with over 15 vendors.","Confirmed by Tourism Haldimand: ""Every Thursday from 2 to 7 p.m. (May to December) ... Caledonia Baptist Church, 401 Argyle St. S."" (https://www.tourismhaldimand.ca/eat-drink/farmers-markets/). No schedule year published; the Farmers' Markets Ontario listing gives May 14 - December 17, 2026.","Confirmé par Tourisme Haldimand. Aucune année d'horaire publiée; la fiche de Farmers' Markets Ontario indique du 14 mai au 17 décembre 2026."
"swon-058","Dunnville Farmers' Market","Dunnville","Haldimand County","240 Main Street East (behind the Beer Store)","42.9011461","-79.6157065","farmers market","[""Tuesday"", ""Saturday""]","Saturdays 7 a.m. to 12 noon, April 4 to December 19, 2026; Tuesdays 2 p.m. to 7 p.m., May 5 to December 22, 2026.","Les samedis de 7 h à midi, du 4 avril au 19 décembre 2026; les mardis de 14 h à 19 h, du 5 mai au 22 décembre 2026.","2026-04-04","2026-12-22","False","07:00","12:00","Saturday and Tuesday seasons start on different dates (Apr 4 and May 5, 2026). Tourism Haldimand notes a special Christmas Market on Saturday, December 6, 2 to 6 p.m., and a last market of the year on December 23.","Fresh quality produce, value-added farm products and artisan crafts.","Produits frais de qualité, produits agricoles à valeur ajoutée et artisanat.","https://www.dunnvillefarmersmarket.ca/","https://www.google.com/maps/search/?api=1&query=Dunnville%20Farmers%27%20Market%2C%20240%20Main%20Street%20East%20%28behind%20the%20Beer%20Store%29%2C%20Dunnville%2C%20Ontario%2C%20Canada","official market","2026","2026-08-28","High","CLOSED FOR THE SEASON OPENING APRIL 4th 2026 ... Open Saturdays from 7am until 12 noon ... April 4th 2026 to December 19th ... Tuesdays 2pm -7pm ... May 5th to December 22,2026","FLAGGED - address conflict. Tourism Haldimand lists ""218 Main St. E., just east of the bridge"" and Tuesday hours of 2 to 6 p.m. (https://www.tourismhaldimand.ca/eat-drink/farmers-markets/); the Farmers' Markets Ontario listing gives ""240 Main St., behind the Beer Store"".","SIGNALÉ - conflit d'adresse. Tourisme Haldimand indique le 218, rue Main Est et des heures du mardi de 14 h à 18 h; la fiche de Farmers' Markets Ontario donne le 240, rue Main, derrière le Beer Store."
"swon-059","Hagersville Farmers' Market","Hagersville","Haldimand County","Market Square behind the post office (1 Main Street South)","42.9612506","-80.0511705","farmers market","[""Wednesday""]","Wednesdays, 7 a.m. to 12 p.m., May to October, in Market Square behind the post office.","Les mercredis, de 7 h à 12 h, de mai à octobre, à Market Square derrière le bureau de poste.","05-01","10-31","False","07:00","12:00","","Fresh produce and meats from local farmers.","Produits frais et viandes de fermiers locaux.","https://www.tourismhaldimand.ca/eat-drink/farmers-markets/","https://www.google.com/maps/search/?api=1&query=Hagersville%20Farmers%27%20Market%2C%20Market%20Square%20behind%20the%20post%20office%20%281%20Main%20Street%20South%29%2C%20Hagersville%2C%20Ontario%2C%20Canada","municipal","","2026-08-28","Medium","Hagersville Farmers Market When: Wednesdays from 7 a.m. to 12 p.m. (May to October) Where: Market Square behind the post office","Street reference 1 Main Street South from the Farmers' Markets Ontario listing, which gives a May 6 - October 7, 2026 season (https://farmersmarketsontario.com/markets/hagersville-farmers-market). No schedule year on the county tourism page.","La référence « 1, rue Main Sud » provient de la fiche de Farmers' Markets Ontario, qui indique une saison du 6 mai au 7 octobre 2026. Aucune année d'horaire sur la page touristique du comté."
"swon-060","Simcoe Farmers Market","Simcoe","Norfolk County","172 South Drive (Grandstands Building, Norfolk County Fairgrounds)","42.8280752","-80.3059461","public market","[""Thursday""]","Every Thursday, 8 a.m. to 2 p.m., year round, on the Norfolk County Fairgrounds.","Tous les jeudis, de 8 h à 14 h, à l'année, sur le terrain de l'exposition du comté de Norfolk.","","","True","08:00","14:00","","Fresh local produce, baked goods, homemade treats and handmade crafts.","Produits locaux frais, produits de boulangerie, gâteries maison et artisanat.","https://simcoefarmersmarket.com/contact-us/","https://www.google.com/maps/search/?api=1&query=Simcoe%20Farmers%20Market%2C%20172%20South%20Drive%20%28Grandstands%20Building%2C%20Norfolk%20County%20Fairgrounds%29%2C%20Simcoe%2C%20Ontario%2C%20Canada","official market","","2026-08-28","High","Market hours: Every Thursday from 8 am to 2 pm ... Address: 172 South Dr, Simcoe, Ontario N3Y1G6","The market's homepage states ""Shop with us year-round"" and that in October 2025 it moved to the main level of the Grandstands Building on the Norfolk County Fairgrounds (https://simcoefarmersmarket.com/). The Farmers' Markets Ontario listing gives hours of 8:00 am to 3:00 pm and a Jan 5 - Dec 30, 2026 season.","La page d'accueil du marché indique une ouverture à l'année et un déménagement, en octobre 2025, au niveau principal du bâtiment des estrades. La fiche de Farmers' Markets Ontario indique des heures de 8 h à 15 h et une saison du 5 janvier au 30 décembre 2026."
"swon-061","Port Rowan Farmers' Market","Port Rowan","Norfolk County","Lions Pavilion, Port Rowan Harbour, 11 Sea Queen Road","42.6216999","-80.4492699","farmers market","[""Friday""]","Every Friday, 3 p.m. to 6 p.m., June 5 to December 11, 2026, at the Lions Pavilion in Port Rowan Harbour.","Tous les vendredis, de 15 h à 18 h, du 5 juin au 11 décembre 2026, au pavillon des Lions du port de Port Rowan.","2026-06-05","2026-12-11","False","15:00","18:00","","Products from local farms and artisans, including handcrafted goods and prepared foods, from about 22 vendors.","Produits de fermes et d'artisans locaux, dont des articles faits main et des plats préparés, auprès d'une vingtaine de marchands.","https://farmersmarketsontario.com/markets/port-rowan-farmers-market","https://www.google.com/maps/search/?api=1&query=Port%20Rowan%20Farmers%27%20Market%2C%20Lions%20Pavilion%2C%20Port%20Rowan%20Harbour%2C%2011%20Sea%20Queen%20Road%2C%20Port%20Rowan%2C%20Ontario%2C%20Canada","provincial association","2026","2026-08-28","Medium","Operating Season Seasonal; Opening Date June 5, 2026; Closing Date December 11, 2026; Days Open Friday; Hours 3-6 PM","FLAGGED - the market's own website is out of date, with 2021 COVID-era content and a 2023 holiday market; it confirms the recurring pattern ""Every Friday ... 3 to 6 pm ... at the Port Rowan Harbour ... June thru Thanksgiving"" and the Lions Pavilion location (https://portrowanfarmersmarket.ca/). The 2026 dates come from the provincial association listing.","SIGNALÉ - le site du marché n'est pas à jour (contenu de 2021 et marché des fêtes de 2023); il confirme l'horaire récurrent du vendredi de 15 h à 18 h au port de Port Rowan. Les dates 2026 proviennent de la fiche de l'association provinciale."
"swon-062","St. Catharines Farmers Market","St. Catharines","City of St. Catharines, Niagara Region","Market Square, 91 King Street","43.1587149","-79.2464365","public market","[""Thursday"", ""Saturday""]","Year round: Saturdays 7 a.m. to 2 p.m.; February through December: Thursdays 8 a.m. to 2 p.m.","À l'année : les samedis de 7 h à 14 h; de février à décembre : les jeudis de 8 h à 14 h.","","","True","07:00","14:00","Thursday market operates February through December only (not in January).","Farm-fresh produce, baked goods, pasture-raised hormone-free pork, chicken and beef, local honey and preserves, cured meats, gourmet cheeses, fresh-cut flowers, plants and artisan products.","Produits frais de la ferme, produits de boulangerie, porc, poulet et bœuf élevés en pâturage sans hormones, miel et conserves locaux, charcuteries, fromages fins, fleurs coupées, plantes et produits artisanaux.","https://www.stcatharines.ca/arts-culture-and-events/farmers-market/","https://www.google.com/maps/search/?api=1&query=St.%20Catharines%20Farmers%20Market%2C%20Market%20Square%2C%2091%20King%20Street%2C%20St.%20Catharines%2C%20Ontario%2C%20Canada","municipal","","2026-08-28","High","The St. Catharines Farmers Market hours: Year round: Saturdays from 7 a.m. to 2 p.m.; February through December: Thursdays from 8 a.m. to 2 p.m. ... The Farmers Market can be found at the corner of King Street and James Street. Market Square 91 King St. St. Catharines, Ont. L2R 3H6","Operating since 1848; year-round Saturday market. Opening time recorded as the earliest across both days.","En activité depuis 1848; marché du samedi ouvert à l'année. L'heure d'ouverture indiquée est la plus hâtive des deux jours."
"swon-063","Welland Farmers Market","Welland","City of Welland, Niagara Region","Market Square, 70 Young Street","42.9898466","-79.2488152","public market","[""Saturday""]","Saturdays, 7 a.m. to noon; indoor vendors sell year-round and some outdoor specialty vendors remain through the winter months.","Les samedis, de 7 h à midi; les marchands intérieurs vendent à l'année et quelques marchands spécialisés extérieurs restent pendant les mois d'hiver.","","","True","07:00","12:00","","Meat, cheese, eggs, baked goods, prepared foods, take-home meals, full breakfast service, fruits, vegetables and handmade goods.","Viande, fromage, œufs, produits de boulangerie, plats préparés, repas à emporter, service de petit-déjeuner complet, fruits, légumes et articles faits main.","https://www.welland.ca/Market/index.asp","https://www.google.com/maps/search/?api=1&query=Welland%20Farmers%20Market%2C%20Market%20Square%2C%2070%20Young%20Street%2C%20Welland%2C%20Ontario%2C%20Canada","municipal","","2026-08-28","High","70 Young St., Welland, ON L3B 4C5 ... Saturdays 7 a.m. to noon ... Our indoor vendors sell year-round and a few outdoor specialty vendors stick around during the winter months as well.","Operating since 1907; year-round market. The Farmers' Markets Ontario listing confirms a Jan 1 - Dec 31, 2026 operating season.","En activité depuis 1907; marché ouvert à l'année. La fiche de Farmers' Markets Ontario confirme une saison du 1er janvier au 31 décembre 2026."
