hs_code,heading,description,full_description,tariff_rate_pct,sector,import_value_cad,value_year,value_scope,source_url
7318.19.00,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel.",- Threaded articles: Other,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel. - Threaded articles: Other",50,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7318.21.00,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel.",- Non-threaded articles: Spring washers and other lock washers,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel. - Non-threaded articles: Spring washers and other lock washers",50,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7318.22.00,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel.",- Non-threaded articles: Other washers,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel. - Non-threaded articles: Other washers",50,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7318.23.00,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel.",- Non-threaded articles: Rivets,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel. - Non-threaded articles: Rivets",50,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7318.24.00,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel.",- Non-threaded articles: Cotters and cotter-pins,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel. - Non-threaded articles: Cotters and cotter-pins",50,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7318.29.00,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel.",- Non-threaded articles: Other,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel. - Non-threaded articles: Other",50,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7319.40.10,"Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel, not elsewhere specified or included.",- Safety pins and other pins: Specially designed for marking systems,"Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel, not elsewhere specified or included. - Safety pins and other pins: Specially designed for marking systems",50,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7319.40.90,"Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel, not elsewhere specified or included.",- Safety pins and other pins: Other,"Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel, not elsewhere specified or included. - Safety pins and other pins: Other",50,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7319.90.10,"Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel, not elsewhere specified or included.","- Other: Sewing, darning or embroidery needles","Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel, not elsewhere specified or included. - Other: Sewing, darning or embroidery needles",50,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7319.90.90,"Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel, not elsewhere specified or included.",- Other: Other,"Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel, not elsewhere specified or included. - Other: Other",50,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7320.10.00,"Springs and leaves for springs, of iron or steel.",- Leaf-springs and leaves therefor,"Springs and leaves for springs, of iron or steel. - Leaf-springs and leaves therefor",25,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7320.20.00,"Springs and leaves for springs, of iron or steel.",- Helical springs,"Springs and leaves for springs, of iron or steel. - Helical springs",50,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7320.90.00,"Springs and leaves for springs, of iron or steel.",- Other,"Springs and leaves for springs, of iron or steel. - Other",50,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7321.11.10,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel.",- Cooking appliances and plate warmers: For gas fuel or for both gas and other fuels: Non-portable stoves or ranges (including those specially designed for use on boats),"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel. - Cooking appliances and plate warmers: For gas fuel or for both gas and other fuels: Non-portable stoves or ranges (including those specially designed for use on boats)",25,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7321.11.90,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel.",- Cooking appliances and plate warmers: For gas fuel or for both gas and other fuels: Other,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel. - Cooking appliances and plate warmers: For gas fuel or for both gas and other fuels: Other",25,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7321.12.00,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel.",- Cooking appliances and plate warmers: For liquid fuel,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel. - Cooking appliances and plate warmers: For liquid fuel",25,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7321.19.10,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel.","- Cooking appliances and plate warmers: Other, including appliances for solid fuel: Non-portable stoves or ranges (including those specially designed for use on boats)","Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel. - Cooking appliances and plate warmers: Other, including appliances for solid fuel: Non-portable stoves or ranges (including those specially designed for use on boats)",25,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7321.19.90,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel.","- Cooking appliances and plate warmers: Other, including appliances for solid fuel: Other","Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel. - Cooking appliances and plate warmers: Other, including appliances for solid fuel: Other",25,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7321.81.00,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel.",- Other appliances: For gas fuel or for both gas and other fuels,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel. - Other appliances: For gas fuel or for both gas and other fuels",25,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7321.82.00,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel.",- Other appliances: For liquid fuel,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel. - Other appliances: For liquid fuel",25,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7321.89.00,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel.","- Other appliances: Other, including appliances for solid fuel","Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel. - Other appliances: Other, including appliances for solid fuel",25,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7321.90.10,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel.","- Parts: Cast iron grilles, of a weight not exceeding 3 kg, not further worked than as cast, cut and ground, for use in the manufacture of finished grilles for non-industrial non-portable stoves or ranges, for gas fuel or for both gas or other fuels; For appliances, excluding cooking appliances and plate warmers; For cooking appliances and plate warmers for gas fuel or for both gas and other fuels, excluding non-portable stoves or ranges (including those specially designed for use on boats)","Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel. - Parts: Cast iron grilles, of a weight not exceeding 3 kg, not further worked than as cast, cut and ground, for use in the manufacture of finished grilles for non-industrial non-portable stoves or ranges, for gas fuel or for both gas or other fuels; For appliances, excluding cooking appliances and plate warmers; For cooking appliances and plate warmers for gas fuel or for both gas and other fuels, excluding non-portable stoves or ranges (including those specially designed for use on boats)",25,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7321.90.21,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel.","- Parts: For non-portable stoves or ranges (including those specially designed for use on boats), for gas fuel or for both gas or other fuels: Cooking chambers","Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel. - Parts: For non-portable stoves or ranges (including those specially designed for use on boats), for gas fuel or for both gas or other fuels: Cooking chambers",25,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7321.90.22,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel.","- Parts: For non-portable stoves or ranges (including those specially designed for use on boats), for gas fuel or for both gas or other fuels: Top surface panels","Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel. - Parts: For non-portable stoves or ranges (including those specially designed for use on boats), for gas fuel or for both gas or other fuels: Top surface panels",25,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7321.90.23,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel.","- Parts: For non-portable stoves or ranges (including those specially designed for use on boats), for gas fuel or for both gas or other fuels: Door assemblies, incorporating at least two of the following: inner panel, outer panel, window, insulation","Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel. - Parts: For non-portable stoves or ranges (including those specially designed for use on boats), for gas fuel or for both gas or other fuels: Door assemblies, incorporating at least two of the following: inner panel, outer panel, window, insulation",25,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7321.90.24,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel.","- Parts: For non-portable stoves or ranges (including those specially designed for use on boats), for gas fuel or for both gas or other fuels: Oven pilot burners, top burners of other than cast iron, oven burners and lighter cones, for use in the manufacture of ranges","Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel. - Parts: For non-portable stoves or ranges (including those specially designed for use on boats), for gas fuel or for both gas or other fuels: Oven pilot burners, top burners of other than cast iron, oven burners and lighter cones, for use in the manufacture of ranges",25,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7321.90.29,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel.","- Parts: For non-portable stoves or ranges (including those specially designed for use on boats), for gas fuel or for both gas or other fuels: Other","Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel. - Parts: For non-portable stoves or ranges (including those specially designed for use on boats), for gas fuel or for both gas or other fuels: Other",25,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7321.90.90,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel.",- Parts: Other,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel. - Parts: Other",25,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7322.19.00,"Radiators for central heating, not electrically heated, and parts thereof, of iron or steel; air heaters and hot air distributors (including distributors which can also distribute fresh or conditioned air), not electrically heated, incorporating a motor-driven fan or blower, and parts thereof, of iron or steel.",- Radiators and parts thereof: Other,"Radiators for central heating, not electrically heated, and parts thereof, of iron or steel; air heaters and hot air distributors (including distributors which can also distribute fresh or conditioned air), not electrically heated, incorporating a motor-driven fan or blower, and parts thereof, of iron or steel. - Radiators and parts thereof: Other",25,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7322.90.10,"Radiators for central heating, not electrically heated, and parts thereof, of iron or steel; air heaters and hot air distributors (including distributors which can also distribute fresh or conditioned air), not electrically heated, incorporating a motor-driven fan or blower, and parts thereof, of iron or steel.",- Other: For heating buildings,"Radiators for central heating, not electrically heated, and parts thereof, of iron or steel; air heaters and hot air distributors (including distributors which can also distribute fresh or conditioned air), not electrically heated, incorporating a motor-driven fan or blower, and parts thereof, of iron or steel. - Other: For heating buildings",25,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7322.90.20,"Radiators for central heating, not electrically heated, and parts thereof, of iron or steel; air heaters and hot air distributors (including distributors which can also distribute fresh or conditioned air), not electrically heated, incorporating a motor-driven fan or blower, and parts thereof, of iron or steel.","- Other: Process air heaters; Switch heaters and sensing heads (hot air and oil fired), horizontal air curtains, for railway tracks","Radiators for central heating, not electrically heated, and parts thereof, of iron or steel; air heaters and hot air distributors (including distributors which can also distribute fresh or conditioned air), not electrically heated, incorporating a motor-driven fan or blower, and parts thereof, of iron or steel. - Other: Process air heaters; Switch heaters and sensing heads (hot air and oil fired), horizontal air curtains, for railway tracks",25,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7322.90.90,"Radiators for central heating, not electrically heated, and parts thereof, of iron or steel; air heaters and hot air distributors (including distributors which can also distribute fresh or conditioned air), not electrically heated, incorporating a motor-driven fan or blower, and parts thereof, of iron or steel.",- Other: Other,"Radiators for central heating, not electrically heated, and parts thereof, of iron or steel; air heaters and hot air distributors (including distributors which can also distribute fresh or conditioned air), not electrically heated, incorporating a motor-driven fan or blower, and parts thereof, of iron or steel. - Other: Other",25,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7323.10.00,"Table, kitchen or other household articles and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel.","- Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like","Table, kitchen or other household articles and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel. - Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like",25,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7323.93.10,"Table, kitchen or other household articles and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel.",- Other: Of stainless steel: Parts for use in the manufacture of cookware,"Table, kitchen or other household articles and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel. - Other: Of stainless steel: Parts for use in the manufacture of cookware",25,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7323.93.90,"Table, kitchen or other household articles and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel.",- Other: Of stainless steel: Other,"Table, kitchen or other household articles and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel. - Other: Of stainless steel: Other",25,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7323.94.00,"Table, kitchen or other household articles and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel.","- Other: Of iron (other than cast iron) or steel, enamelled","Table, kitchen or other household articles and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel. - Other: Of iron (other than cast iron) or steel, enamelled",25,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7323.99.00,"Table, kitchen or other household articles and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel.",- Other: Other,"Table, kitchen or other household articles and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel. - Other: Other",25,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7324.10.00,"Sanitary ware and parts thereof, of iron or steel.","- Sinks and wash basins, of stainless steel","Sanitary ware and parts thereof, of iron or steel. - Sinks and wash basins, of stainless steel",25,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7324.29.10,"Sanitary ware and parts thereof, of iron or steel.","- Baths: Other: Stampings and assemblies thereof, for use in the manufacture of bath tubs","Sanitary ware and parts thereof, of iron or steel. - Baths: Other: Stampings and assemblies thereof, for use in the manufacture of bath tubs",25,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7324.29.90,"Sanitary ware and parts thereof, of iron or steel.",- Baths: Other: Other,"Sanitary ware and parts thereof, of iron or steel. - Baths: Other: Other",25,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7324.90.00,"Sanitary ware and parts thereof, of iron or steel.","- Other, including parts","Sanitary ware and parts thereof, of iron or steel. - Other, including parts",25,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7325.10.00,Other cast articles of iron or steel.,- Of non-malleable cast iron,Other cast articles of iron or steel. - Of non-malleable cast iron,50,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7325.91.00,Other cast articles of iron or steel.,- Other: Grinding balls and similar articles for mills,Other cast articles of iron or steel. - Other: Grinding balls and similar articles for mills,50,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7325.99.10,Other cast articles of iron or steel.,"- Other: Other: The following, to be employed in the exploration, discovery, development, maintenance, testing, depletion or production of oil or natural gas wells or potash or rock salt deposits: Flanged casing heads; Screwed casing heads for surface casings of an external diameter exceeding 273 mm, or rated for service in working pressures exceeding 14 MPa W.O.G. (water, oil, gas)","Other cast articles of iron or steel. - Other: Other: The following, to be employed in the exploration, discovery, development, maintenance, testing, depletion or production of oil or natural gas wells or potash or rock salt deposits: Flanged casing heads; Screwed casing heads for surface casings of an external diameter exceeding 273 mm, or rated for service in working pressures exceeding 14 MPa W.O.G. (water, oil, gas)",50,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7325.99.91,Other cast articles of iron or steel.,- Other: Other: Other: In the rough,Other cast articles of iron or steel. - Other: Other: Other: In the rough,50,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7325.99.99,Other cast articles of iron or steel.,- Other: Other: Other: Other,Other cast articles of iron or steel. - Other: Other: Other: Other,50,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
7326.11.00,Other articles of iron or steel.,"- Forged or stamped, but not further worked: Grinding balls and similar articles for mills","Other articles of iron or steel. - Forged or stamped, but not further worked: Grinding balls and similar articles for mills",50,"Steel, aluminum & metals",,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
